cname,cnid,kyno,jqno,createuser,lname,lid,lacsid,cellidbid,xhqd,nid,yystype,xhtype,isms,slong,slat,cdate,mlac,mcell,hlac,hcell,bzinfo,no3,no4,islastgps,baidujd,baiduwd,cellidlong,bztype,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,11862,-50, ,联通,2,1,117.066941,36.670742,2016-05-15 04:29:25, , ,1719,00002E56, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,11865, , ,联通,2,0,117.066941,36.670742,2016-05-15 04:29:25,5913,11862,1719,00002E59, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,14551, , ,联通,2,0,117.066941,36.670742,2016-05-15 04:29:25,5913,11862,1719,000038D7, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,11864, , ,联通,2,0,117.066941,36.670742,2016-05-15 04:29:25,5913,11862,1719,00002E58, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,25486, , ,联通,2,0,117.066941,36.670742,2016-05-15 04:29:25,5913,11862,1719,0000638E, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,55011, , ,联通,2,0,117.066941,36.670742,2016-05-15 04:29:25,5913,11862,1719,0000D6E3, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,9242,-69, ,移动,2,1,117.066941,36.670742,2016-05-15 04:29:25, , ,531B,0000241A, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21439,19182, , ,移动,2,0,117.066941,36.670742,2016-05-15 04:29:25,21275,9242,53BF,00004AEE, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,13023, , ,移动,2,0,117.066941,36.670742,2016-05-15 04:29:25,21275,9242,531B,000032DF, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,18831, , ,移动,2,0,117.066941,36.670742,2016-05-15 04:29:25,21275,9242,531B,0000498F, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,13022, , ,移动,2,0,117.066941,36.670742,2016-05-15 04:29:25,21275,9242,531B,000032DE, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,13029, , ,移动,2,0,117.066941,36.670742,2016-05-15 04:29:25,21275,9242,531B,000032E5, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,942,635,2,5,电信,3,1,117.066942,36.670742,2016-05-15 04:29:32, , ,942,635, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21254,29186,-58, ,联通,4,1,117.066942,36.670742,2016-05-15 04:29:32, , ,5306,031A7202, ,0,0,1,117.073525,36.676405,52064770,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,54018,44198,-66, ,联通,3,1,117.066942,36.670742,2016-05-15 04:29:32, , ,D302,0702ACA6, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,29195,-75, ,移动,4,1,117.066942,36.670742,2016-05-15 04:29:32, , ,531B,0571720B, ,0,0,1,117.073525,36.676405,91320843,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,54292,3592,-71, ,移动,3,1,117.066942,36.670742,2016-05-15 04:29:32, , ,D414,0C3D0E08, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,11862,-48, ,联通,2,1,117.066942,36.670742,2016-05-15 04:29:32, , ,1719,00002E56, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,11865, , ,联通,2,0,117.066942,36.670742,2016-05-15 04:29:32,5913,11862,1719,00002E59, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,11864, , ,联通,2,0,117.066942,36.670742,2016-05-15 04:29:32,5913,11862,1719,00002E58, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,14551, , ,联通,2,0,117.066942,36.670742,2016-05-15 04:29:32,5913,11862,1719,000038D7, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,55011, , ,联通,2,0,117.066942,36.670742,2016-05-15 04:29:32,5913,11862,1719,0000D6E3, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,5913,25486, , ,联通,2,0,117.066942,36.670742,2016-05-15 04:29:32,5913,11862,1719,0000638E, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,9242,-67, ,移动,2,1,117.066942,36.670742,2016-05-15 04:29:32, , ,531B,0000241A, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21439,19182, , ,移动,2,0,117.066942,36.670742,2016-05-15 04:29:32,21275,9242,53BF,00004AEE, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,13023, , ,移动,2,0,117.066942,36.670742,2016-05-15 04:29:32,21275,9242,531B,000032DF, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,13022, , ,移动,2,0,117.066942,36.670742,2016-05-15 04:29:32,21275,9242,531B,000032DE, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21275,18831, , ,移动,2,0,117.066942,36.670742,2016-05-15 04:29:32,21275,9242,531B,0000498F, ,0,0,1,117.073525,36.676405, ,0,
1,95009018-1ea3-4245-aed2-fb5c456dc7f0,,,111111,现场3,94fae6e2-0fa8-48cb-af2b-90b87d355ada,21264,41, , ,移动,2,0,117.066942,36.670742,2016-05-15 04:29:32,21275,9242,5310,00000029, ,0,0,1,117.073525,36.676405, ,0,
